dp_Pa,U_alpha_1e-05,U_alpha_0.0001,U_alpha_0.001,U_alpha_0.003,U_alpha_0.01,U_alpha_0.03
1.211915818393e+04,1.429092466576e+03,1.056214772006e+03,4.490222528129e+02,2.676113456044e+02,1.487555382101e+02,8.704790650487e+01
1.242578609467e+04,1.429198592101e+03,1.056643391982e+03,4.493514387627e+02,2.678200023873e+02,1.488741611536e+02,8.711777565289e+01
1.274017202574e+04,1.429307054360e+03,1.057081890349e+03,4.496885461053e+02,2.680337104124e+02,1.489956623062e+02,8.718934120475e+01
1.306251226352e+04,1.429417896453e+03,1.057530471249e+03,4.500337556266e+02,2.682525864999e+02,1.491201085654e+02,8.726264264734e+01
1.339300806063e+04,1.429531161883e+03,1.057989341908e+03,4.503872517707e+02,2.684767499139e+02,1.492475682456e+02,8.733772030679e+01
1.373186576162e+04,1.429646894531e+03,1.058458712630e+03,4.507492226916e+02,2.687063224011e+02,1.493781111016e+02,8.741461536267e+01
1.407929693176e+04,1.429765138644e+03,1.058938796781e+03,4.511198603050e+02,2.689414282309e+02,1.495118083523e+02,8.749336986223e+01
1.443551848917e+04,1.429885938814e+03,1.059429810776e+03,4.514993603394e+02,2.691821942341e+02,1.496487327047e+02,8.757402673472e+01
1.480075284024e+04,1.430009339957e+03,1.059931974054e+03,4.518879223869e+02,2.694287498424e+02,1.497889583780e+02,8.765662980581e+01
1.517522801845e+04,1.430135387292e+03,1.060445509057e+03,4.522857499539e+02,2.696812271279e+02,1.499325611273e+02,8.774122381201e+01
1.555917782681e+04,1.430264126317e+03,1.060970641199e+03,4.526930505101e+02,2.699397608420e+02,1.500796182677e+02,8.782785441514e+01
1.595284198379e+04,1.430395602785e+03,1.061507598833e+03,4.531100355378e+02,2.702044884550e+02,1.502302086989e+02,8.791656821687e+01
1.635646627300e+04,1.430529862681e+03,1.062056613216e+03,4.535369205802e+02,2.704755501951e+02,1.503844129286e+02,8.800741277324e+01
1.677030269664e+04,1.430666952187e+03,1.062617918462e+03,4.539739252886e+02,2.707530890869e+02,1.505423130970e+02,8.810043660923e+01
1.719460963283e+04,1.430806917659e+03,1.063191751498e+03,4.544212734690e+02,2.710372509907e+02,1.507039930009e+02,8.819568923329e+01
1.762965199696e+04,1.430949805597e+03,1.063778352009e+03,4.548791931275e+02,2.713281846405e+02,1.508695381178e+02,8.829322115193e+01
1.807570140706e+04,1.431095662608e+03,1.064377962383e+03,4.553479165144e+02,2.716260416827e+02,1.510390356296e+02,8.839308388420e+01
1.853303635339e+04,1.431244535375e+03,1.064990827645e+03,4.558276801678e+02,2.719309767135e+02,1.512125744468e+02,8.849532997624e+01
1.900194237230e+04,1.431396470621e+03,1.065617195387e+03,4.563187249548e+02,2.722431473167e+02,1.513902452324e+02,8.860001301571e+01
1.948271222456e+04,1.431551515074e+03,1.066257315695e+03,4.568212961127e+02,2.725627141007e+02,1.515721404250e+02,8.870718764622e+01
1.997564607807e+04,1.431709715422e+03,1.066911441065e+03,4.573356432872e+02,2.728898407351e+02,1.517583542631e+02,8.881690958164e+01
2.048105169532e+04,1.431871118282e+03,1.067579826317e+03,4.578620205703e+02,2.732246939873e+02,1.519489828079e+02,8.892923562041e+01
2.099924462553e+04,1.432035770146e+03,1.068262728501e+03,4.584006865357e+02,2.735674437571e+02,1.521441239669e+02,8.904422365964e+01
2.153054840165e+04,1.432203717347e+03,1.068960406792e+03,4.589519042724e+02,2.739182631128e+02,1.523438775164e+02,8.916193270923e+01
2.207529474238e+04,1.432375006008e+03,1.069673122384e+03,4.595159414168e+02,2.742773283246e+02,1.525483451247e+02,8.928242290581e+01
2.263382375925e+04,1.432549681994e+03,1.070401138375e+03,4.600930701826e+02,2.746448188986e+02,1.527576303739e+02,8.940575552650e+01
2.320648416899e+04,1.432727790865e+03,1.071144719642e+03,4.606835673879e+02,2.750209176097e+02,1.529718387830e+02,8.953199300263e+01
2.379363351123e+04,1.432909377822e+03,1.071904132712e+03,4.612877144811e+02,2.754058105333e+02,1.531910778286e+02,8.966119893319e+01
2.439563837177e+04,1.433094487658e+03,1.072679645621e+03,4.619057975635e+02,2.757996870763e+02,1.534154569673e+02,8.979343809820e+01
2.501287461141e+04,1.433283164698e+03,1.073471527769e+03,4.625381074094e+02,2.762027400077e+02,1.536450876562e+02,8.992877647175e+01
2.564572760063e+04,1.433475452744e+03,1.074280049767e+03,4.631849394843e+02,2.766151654872e+02,1.538800833740e+02,9.006728123502e+01
2.629459246023e+04,1.433671395021e+03,1.075105483268e+03,4.638465939590e+02,2.770371630936e+02,1.541205596409e+02,9.020902078888e+01
2.695987430798e+04,1.433871034111e+03,1.075948100802e+03,4.645233757220e+02,2.774689358517e+02,1.543666340386e+02,9.035406476642e+01
2.764198851156e+04,1.434074411892e+03,1.076808175589e+03,4.652155943882e+02,2.779106902576e+02,1.546184262296e+02,9.050248404506e+01
2.834136094794e+04,1.434281569479e+03,1.077685981357e+03,4.659235643042e+02,2.783626363039e+02,1.548760579757e+02,9.065435075857e+01
2.905842826920e+04,1.434492547154e+03,1.078581792135e+03,4.666476045505e+02,2.788249875021e+02,1.551396531568e+02,9.080973830862e+01
2.979363817522e+04,1.434707384302e+03,1.079495882053e+03,4.673880389404e+02,2.792979609050e+02,1.554093377880e+02,9.096872137618e+01
3.054744969317e+04,1.434926119341e+03,1.080428525120e+03,4.681451960148e+02,2.797817771264e+02,1.556852400368e+02,9.113137593250e+01
3.132033346410e+04,1.435148789655e+03,1.081379995002e+03,4.689194090335e+02,2.802766603604e+02,1.559674902396e+02,9.129777924980e+01
3.211277203681e+04,1.435375431519e+03,1.082350564781e+03,4.697110159622e+02,2.807828383987e+02,1.562562209175e+02,9.146800991162e+01
3.292526016908e+04,1.435606080030e+03,1.083340506716e+03,4.705203594562e+02,2.813005426455e+02,1.565515667911e+02,9.164214782275e+01
3.375830513663e+04,1.435840769033e+03,1.084350091986e+03,4.713477868388e+02,2.818300081321e+02,1.568536647951e+02,9.182027421886e+01
3.461242704980e+04,1.436079531044e+03,1.085379590421e+03,4.721936500762e+02,2.823714735287e+02,1.571626540916e+02,9.200247167569e+01
3.548815917828e+04,1.436322397177e+03,1.086429270238e+03,4.730583057476e+02,2.829251811548e+02,1.574786760832e+02,9.218882411781e+01
3.638604828407e+04,1.436569397067e+03,1.087499397747e+03,4.739421150103e+02,2.834913769872e+02,1.578018744248e+02,9.237941682701e+01
3.730665496285e+04,1.436820558788e+03,1.088590237065e+03,4.748454435606e+02,2.840703106672e+02,1.581323950348e+02,9.257433645024e+01
3.825055399397e+04,1.437075908782e+03,1.089702049812e+03,4.757686615892e+02,2.846622355044e+02,1.584703861055e+02,9.277367100705e+01
3.921833469933e+04,1.437335471774e+03,1.090835094796e+03,4.767121437321e+02,2.852674084790e+02,1.588159981127e+02,9.297750989668e+01
4.021060131133e+04,1.437599270698e+03,1.091989627697e+03,4.776762690154e+02,2.858860902425e+02,1.591693838236e+02,9.318594390454e+01
4.122797335008e+04,1.437867326613e+03,1.093165900731e+03,4.786614207959e+02,2.865185451155e+02,1.595306983053e+02,9.339906520835e+01
4.227108601024e+04,1.438139658626e+03,1.094364162315e+03,4.796679866949e+02,2.871650410832e+02,1.599000989309e+02,9.361696738366e+01
4.334059055760e+04,1.438416283812e+03,1.095584656713e+03,4.806963585278e+02,2.878258497894e+02,1.602777453855e+02,9.383974540898e+01
4.443715473566e+04,1.438697217135e+03,1.096827623689e+03,4.817469322264e+02,2.885012465272e+02,1.606637996707e+02,9.406749567031e+01
4.556146318257e+04,1.438982471369e+03,1.098093298129e+03,4.828201077569e+02,2.891915102281e+02,1.610584261087e+02,9.430031596520e+01
4.671421785858e+04,1.439272057018e+03,1.099381909679e+03,4.839162890303e+02,2.898969234478e+02,1.614617913446e+02,9.453830550630e+01
4.789613848427e+04,1.439565982242e+03,1.100693682357e+03,4.850358838083e+02,2.906177723507e+02,1.618740643486e+02,9.478156492434e+01
4.910796298997e+04,1.439864252779e+03,1.102028834169e+03,4.861793036017e+02,2.913543466906e+02,1.622954164165e+02,9.503019627061e+01
5.035044797644e+04,1.440166871868e+03,1.103387576709e+03,4.873469635629e+02,2.921069397898e+02,1.627260211691e+02,9.528430301890e+01
5.162436918724e+04,1.440473840177e+03,1.104770114761e+03,4.885392823721e+02,2.928758485151e+02,1.631660545512e+02,9.554399006689e+01
5.293052199313e+04,1.440785155732e+03,1.106176645892e+03,4.897566821172e+02,2.936613732512e+02,1.636156948289e+02,9.580936373702e+01
5.426972188859e+04,1.441100813842e+03,1.107607360034e+03,4.909995881658e+02,2.944638178716e+02,1.640751225862e+02,9.608053177680e+01
5.564280500099e+04,1.441420807038e+03,1.109062439071e+03,4.922684290327e+02,2.952834897069e+02,1.645445207205e+02,9.635760335863e+01
5.705062861267e+04,1.441745125000e+03,1.110542056412e+03,4.935636362380e+02,2.961206995100e+02,1.650240744366e+02,9.664068907906e+01
5.849407169611e+04,1.442073754497e+03,1.112046376568e+03,4.948856441608e+02,2.969757614189e+02,1.655139712406e+02,9.692990095753e+01
5.997403546277e+04,1.442406679327e+03,1.113575554721e+03,4.962348898838e+02,2.978489929167e+02,1.660144009315e+02,9.722535243457e+01
6.149144392573e+04,1.442743880259e+03,1.115129736291e+03,4.976118130329e+02,2.987407147888e+02,1.665255555933e+02,9.752715836956e+01
6.304724447664e+04,1.443085334977e+03,1.116709056507e+03,4.990168556079e+02,2.996512510774e+02,1.670476295842e+02,9.783543503790e+01
6.464240847716e+04,1.443431018030e+03,1.118313639968e+03,5.004504618077e+02,3.005809290331e+02,1.675808195267e+02,9.815030012780e+01
6.627793186545e+04,1.443780900786e+03,1.119943600211e+03,5.019130778471e+02,3.015300790636e+02,1.681253242951e+02,9.847187273648e+01
6.795483577803e+04,1.444134951390e+03,1.121599039277e+03,5.034051517675e+02,3.024990346804e+02,1.686813450033e+02,9.880027336600e+01
6.967416718726e+04,1.444493134720e+03,1.123280047281e+03,5.049271332396e+02,3.034881324416e+02,1.692490849907e+02,9.913562391858e+01
7.143699955504e+04,1.444855412359e+03,1.124986701984e+03,5.064794733592e+02,3.044977118931e+02,1.698287498073e+02,9.947804769157e+01
7.324443350304e+04,1.445221742560e+03,1.126719068363e+03,5.080626244363e+02,3.055281155060e+02,1.704205471989e+02,9.982766937196e+01
7.509759749985e+04,1.445592080224e+03,1.128477198196e+03,5.096770397758e+02,3.065796886120e+02,1.710246870899e+02,1.001846150305e+02
7.699764856555e+04,1.445966376877e+03,1.130261129644e+03,5.113231734526e+02,3.076527793361e+02,1.716413815662e+02,1.005490121154e+02
7.894577299407e+04,1.446344580658e+03,1.132070886847e+03,5.130014800778e+02,3.087477385262e+02,1.722708448572e+02,1.009209894461e+02
8.094318709389e+04,1.446726636310e+03,1.133906479517e+03,5.147124145596e+02,3.098649196803e+02,1.729132933166e+02,1.013006772058e+02
8.299113794743e+04,1.447112485174e+03,1.135767902553e+03,5.164564318551e+02,3.110046788713e+02,1.735689454032e+02,1.016882069348e+02
8.509090418962e+04,1.447502065189e+03,1.137655135659e+03,5.182339867169e+02,3.121673746687e+02,1.742380216601e+02,1.020837115230e+02
8.724379680628e+04,1.447895310906e+03,1.139568142971e+03,5.200455334313e+02,3.133533680582e+02,1.749207446937e+02,1.024873252019e+02
8.945115995258e+04,1.448292153495e+03,1.141506872700e+03,5.218915255505e+02,3.145630223589e+02,1.756173391521e+02,1.028991835373e+02
9.171437179229e+04,1.448692520770e+03,1.143471256791e+03,5.237724156170e+02,3.157967031374e+02,1.763280317033e+02,1.033194234207e+02
9.403484535822e+04,1.449096337212e+03,1.145461210589e+03,5.256886548821e+02,3.170547781202e+02,1.770530510116e+02,1.037481830614e+02
9.641402943446e+04,1.449503524002e+03,1.147476632529e+03,5.276406930168e+02,3.183376171031e+02,1.777926277148e+02,1.041856019786e+02
9.885340946090e+04,1.449913999058e+03,1.149517403836e+03,5.296289778167e+02,3.196455918589e+02,1.785469944008e+02,1.046318209923e+02
1.013545084607e+05,1.450327677085e+03,1.151583388248e+03,5.316539548999e+02,3.209790760422e+02,1.793163855828e+02,1.050869822157e+02
1.039188879911e+05,1.450744469619e+03,1.153674431755e+03,5.337160673986e+02,3.223384450925e+02,1.801010376755e+02,1.055512290463e+02
1.065481491186e+05,1.451164285091e+03,1.155790362362e+03,5.358157556444e+02,3.237240761344e+02,1.809011889701e+02,1.060247061580e+02
1.092439334182e+05,1.451587028887e+03,1.157930989868e+03,5.379534568470e+02,3.251363478768e+02,1.817170796091e+02,1.065075594924e+02
1.120079239988e+05,1.452012603420e+03,1.160096105674e+03,5.401296047674e+02,3.265756405084e+02,1.825489515619e+02,1.069999362511e+02
1.148418465535e+05,1.452440908208e+03,1.162285482609e+03,5.423446293842e+02,3.280423355929e+02,1.833970485988e+02,1.075019848877e+02
1.177474704376e+05,1.452871839954e+03,1.164498874782e+03,5.445989565549e+02,3.295368159607e+02,1.842616162659e+02,1.080138550996e+02
1.207266097727e+05,1.453305292634e+03,1.166736017464e+03,5.468930076707e+02,3.310594655993e+02,1.851429018598e+02,1.085356978211e+02
1.237811245800e+05,1.453741157595e+03,1.168996626989e+03,5.492271993061e+02,3.326106695420e+02,1.860411544021e+02,1.090676652154e+02
1.269129219411e+05,1.454179323655e+03,1.171280400691e+03,5.516019428630e+02,3.341908137540e+02,1.869566246139e+02,1.096099106682e+02
1.301239571887e+05,1.454619677205e+03,1.173587016858e+03,5.540176442091e+02,3.358002850174e+02,1.878895648909e+02,1.101625887806e+02
1.334162351278e+05,1.455062102324e+03,1.175916134727e+03,5.564747033117e+02,3.374394708134e+02,1.888402292783e+02,1.107258553633e+02
1.367918112870e+05,1.455506480897e+03,1.178267394501e+03,5.589735138659e+02,3.391087592038e+02,1.898088734457e+02,1.112998674303e+02
1.402527932021e+05,1.455952692731e+03,1.180640417398e+03,5.615144629181e+02,3.408085387100e+02,1.907957546624e+02,1.118847831934e+02
1.438013417318e+05,1.456400615684e+03,1.183034805733e+03,5.640979304851e+02,3.425391981900e+02,1.918011317734e+02,1.124807620578e+02
1.474396724068e+05,1.456850125798e+03,1.185450143027e+03,5.667242891682e+02,3.443011267147e+02,1.928252651751e+02,1.130879646171e+02
1.511700568134e+05,1.457301097429e+03,1.187885994155e+03,5.693939037632e+02,3.460947134409e+02,1.938684167915e+02,1.137065526496e+02
1.549948240111e+05,1.457753403389e+03,1.190341905516e+03,5.721071308658e+02,3.479203474841e+02,1.949308500511e+02,1.143366891149e+02
1.589163619876e+05,1.458206915085e+03,1.192817405248e+03,5.748643184740e+02,3.497784177883e+02,1.960128298638e+02,1.149785381512e+02
1.629371191490e+05,1.458661502665e+03,1.195312003461e+03,5.776658055851e+02,3.516693129949e+02,1.971146225983e+02,1.156322650729e+02
1.670596058488e+05,1.459117035169e+03,1.197825192517e+03,5.805119217903e+02,3.535934213092e+02,1.982364960605e+02,1.162980363697e+02
1.712863959552e+05,1.459573380673e+03,1.200356447333e+03,5.834029868658e+02,3.555511303654e+02,1.993787194711e+02,1.169760197049e+02
1.756201284581e+05,1.460030406448e+03,1.202905225719e+03,5.863393103594e+02,3.575428270896e+02,2.005415634452e+02,1.176663839160e+02
1.800635091167e+05,1.460487979108e+03,1.205470968749e+03,5.893211911756e+02,3.595688975609e+02,2.017252999714e+02,1.183692990150e+02
1.846193121487e+05,1.460945964769e+03,1.208053101166e+03,5.923489171570e+02,3.616297268709e+02,2.029302023915e+02,1.190849361894e+02
1.892903819628e+05,1.461404229206e+03,1.210651031812e+03,5.954227646631e+02,3.637256989808e+02,2.041565453810e+02,1.198134678047e+02
1.940796349343e+05,1.461862638004e+03,1.213264154099e+03,5.985429981470e+02,3.658571965762e+02,2.054046049301e+02,1.205550674068e+02
1.989900612257e+05,1.462321056724e+03,1.215891846500e+03,6.017098697296e+02,3.680246009208e+02,2.066746583246e+02,1.213099097258e+02
2.040247266542e+05,1.462779351051e+03,1.218533473074e+03,6.049236187720e+02,3.702282917070e+02,2.079669841280e+02,1.220781706799e+02
2.091867746053e+05,1.463237386955e+03,1.221188384027e+03,6.081844714464e+02,3.724686469043e+02,2.092818621636e+02,1.228600273808e+02
2.144794279957e+05,1.463695030845e+03,1.223855916286e+03,6.114926403052e+02,3.747460426058e+02,2.106195734971e+02,1.236556581397e+02
2.199059912853e+05,1.464152149724e+03,1.226535394116e+03,6.148483238493e+02,3.770608528719e+02,2.119804004198e+02,1.244652424732e+02
2.254698525406e+05,1.464608611337e+03,1.229226129750e+03,6.182517060952e+02,3.794134495713e+02,2.133646264318e+02,1.252889611115e+02
2.311744855497e+05,1.465064284324e+03,1.231927424052e+03,6.217029561418e+02,3.818042022200e+02,2.147725362261e+02,1.261269960062e+02
2.370234519914e+05,1.465519038369e+03,1.234638567202e+03,6.252022277365e+02,3.842334778163e+02,2.162044156722e+02,1.269795303391e+02
2.430204036589e+05,1.465972744338e+03,1.237358839397e+03,6.287496588422e+02,3.867016406742e+02,2.176605518005e+02,1.278467485322e+02
2.491690847396e+05,1.466425274429e+03,1.240087511586e+03,6.323453712036e+02,3.892090522530e+02,2.191412327871e+02,1.287288362579e+02
2.554733341532e+05,1.466876502302e+03,1.242823846207e+03,6.359894699148e+02,3.917560709837e+02,2.206467479377e+02,1.296259804504e+02
2.619370879479e+05,1.467326303219e+03,1.245567097958e+03,6.396820429881e+02,3.943430520924e+02,2.221773876731e+02,1.305383693173e+02
2.685643817585e+05,1.467774554171e+03,1.248316514574e+03,6.434231609241e+02,3.969703474200e+02,2.237334435132e+02,1.314661923526e+02
2.753593533255e+05,1.468221134005e+03,1.251071337623e+03,6.472128762837e+02,3.996383052384e+02,2.253152080619e+02,1.324096403494e+02
2.823262450791e+05,1.468665923544e+03,1.253830803310e+03,6.510512232623e+02,4.023472700629e+02,2.269229749914e+02,1.333689054146e+02
2.894694067873e+05,1.469108805708e+03,1.256594143300e+03,6.549382172672e+02,4.050975824605e+02,2.285570390268e+02,1.343441809827e+02
2.967932982720e+05,1.469549665617e+03,1.259360585543e+03,6.588738544977e+02,4.078895788544e+02,2.302176959295e+02,1.353356618316e+02
3.043024921936e+05,1.469988390706e+03,1.262129355108e+03,6.628581115291e+02,4.107235913240e+02,2.319052424812e+02,1.363435440981e+02
3.120016769057e+05,1.470424870821e+03,1.264899675025e+03,6.668909449016e+02,4.135999474007e+02,2.336199764668e+02,1.373680252942e+02
3.198956593823e+05,1.470858998315e+03,1.267670767129e+03,6.709722907126e+02,4.165189698590e+02,2.353621966570e+02,1.384093043241e+02
3.279893682193e+05,1.471290668142e+03,1.270441852903e+03,6.751020642160e+02,4.194809765027e+02,2.371322027896e+02,1.394675815013e+02
3.362878567112e+05,1.471719777934e+03,1.273212154329e+03,6.792801594261e+02,4.224862799466e+02,2.389302955514e+02,1.405430585668e+02
3.447963060064e+05,1.472146228083e+03,1.275980894724e+03,6.835064487288e+02,4.255351873928e+02,2.407567765575e+02,1.416359387068e+02
3.535200283422e+05,1.472569921816e+03,1.278747299587e+03,6.877807824999e+02,4.286280004017e+02,2.426119483309e+02,1.427464265718e+02
3.624644703611e+05,1.472990765256e+03,1.281510597428e+03,6.921029887312e+02,4.317650146582e+02,2.444961142805e+02,1.438747282952e+02
3.716352165117e+05,1.473408667486e+03,1.284270020597e+03,6.964728726650e+02,4.349465197314e+02,2.464095786774e+02,1.450210515125e+02
3.810379925350e+05,1.473823540601e+03,1.287024806096e+03,7.008902164385e+02,4.381727988297e+02,2.483526466310e+02,1.461856053813e+02
3.906786690398e+05,1.474235299759e+03,1.289774196392e+03,7.053547787377e+02,4.414441285492e+02,2.503256240623e+02,1.473686006002e+02
4.005632651676e+05,1.474643863221e+03,1.292517440203e+03,7.098662944623e+02,4.447607786164e+02,2.523288176768e+02,1.485702494294e+02
4.106979523506e+05,1.475049152387e+03,1.295253793279e+03,7.144244744026e+02,4.481230116253e+02,2.543625349343e+02,1.497907657102e+02
4.210890581652e+05,1.475451091831e+03,1.297982519164e+03,7.190290049282e+02,4.515310827674e+02,2.564270840186e+02,1.510303648856e+02
4.317430702822e+05,1.475849609319e+03,1.300702889940e+03,7.236795476908e+02,4.549852395560e+02,2.585227738034e+02,1.522892640196e+02
4.426666405175e+05,1.476244635835e+03,1.303414186951e+03,7.283757393411e+02,4.584857215440e+02,2.606499138170e+02,1.535676818183e+02
4.538665889854e+05,1.476636105587e+03,1.306115701505e+03,7.331171912601e+02,4.620327600351e+02,2.628088142049e+02,1.548658386490e+02
4.653499083564e+05,1.477023956025e+03,1.308806735564e+03,7.379034893076e+02,4.656265777882e+02,2.649997856893e+02,1.561839565606e+02
4.771237682232e+05,1.477408127832e+03,1.311486602391e+03,7.427341935866e+02,4.692673887154e+02,2.672231395265e+02,1.575222593032e+02
4.891955195769e+05,1.477788564930e+03,1.314154627197e+03,7.476088382269e+02,4.729553975734e+02,2.694791874615e+02,1.588809723475e+02
5.015726993969e+05,1.478165214469e+03,1.316810147738e+03,7.525269311865e+02,4.766907996478e+02,2.717682416794e+02,1.602603229042e+02
5.142630353562e+05,1.478538026817e+03,1.319452514907e+03,7.574879540739e+02,4.804737804310e+02,2.740906147545e+02,1.616605399428e+02
5.272744506465e+05,1.478906955538e+03,1.322081093283e+03,7.624913619905e+02,4.843045152929e+02,2.764466195954e+02,1.630818542098e+02
5.406150689248e+05,1.479271957376e+03,1.324695261656e+03,7.675365833957e+02,4.881831691455e+02,2.788365693873e+02,1.645244982473e+02
5.542932193855e+05,1.479632992224e+03,1.327294413531e+03,7.726230199951e+02,4.921098961001e+02,2.812607775310e+02,1.659887064102e+02
5.683174419607e+05,1.479990023098e+03,1.329877957590e+03,7.777500466518e+02,4.960848391184e+02,2.837195575776e+02,1.674747148832e+02
5.826964926521e+05,1.480343016100e+03,1.332445318130e+03,7.829170113239e+02,5.001081296565e+02,2.862132231597e+02,1.689827616974e+02
5.974393489977e+05,1.480691940380e+03,1.334995935471e+03,7.881232350273e+02,5.041798873033e+02,2.887420879193e+02,1.705130867458e+02
6.125552156770e+05,1.481036768099e+03,1.337529266331e+03,7.933680118260e+02,5.083002194116e+02,2.913064654307e+02,1.720659317983e+02
6.280535302582e+05,1.481377474376e+03,1.340044784170e+03,7.986506088504e+02,5.124692207235e+02,2.939066691194e+02,1.736415405161e+02
6.439439690899e+05,1.481714037248e+03,1.342541979504e+03,8.039702663447e+02,5.166869729901e+02,2.965430121771e+02,1.752401584648e+02
6.602364533431e+05,1.482046437617e+03,1.345020360184e+03,8.093261977442e+02,5.209535445847e+02,2.992158074711e+02,1.768620331272e+02
6.769411552050e+05,1.482374659193e+03,1.347479451649e+03,8.147175897840e+02,5.252689901109e+02,3.019253674504e+02,1.785074139141e+02
6.940685042305e+05,1.482698688441e+03,1.349918797141e+03,8.201436026394e+02,5.296333500056e+02,3.046720040453e+02,1.801765521757e+02
7.116291938535e+05,1.483018514524e+03,1.352337957894e+03,8.256033700985e+02,5.340466501365e+02,3.074560285633e+02,1.818697012100e+02
7.296341880634e+05,1.483334129237e+03,1.354736513289e+03,8.310959997699e+02,5.385089013953e+02,3.102777515789e+02,1.835871162717e+02
7.480947282504e+05,1.483645526953e+03,1.357114060984e+03,8.366205733231e+02,5.430200992864e+02,3.131374828186e+02,1.853290545788e+02
7.670223402244e+05,1.483952704551e+03,1.359470217001e+03,8.421761467653e+02,5.475802235119e+02,3.160355310398e+02,1.870957753183e+02
7.864288414105e+05,1.484255661353e+03,1.361804615800e+03,8.477617507537e+02,5.521892375532e+02,3.189722039049e+02,1.888875396507e+02
8.063263482277e+05,1.484554399062e+03,1.364116910312e+03,8.533763909441e+02,5.568470882488e+02,3.219478078483e+02,1.907046107126e+02
8.267272836538e+05,1.484848921684e+03,1.366406771947e+03,8.590190483765e+02,5.615537053707e+02,3.249626479386e+02,1.925472536185e+02
8.476443849811e+05,1.485139235469e+03,1.368673890576e+03,8.646886798991e+02,5.663090011982e+02,3.280170277339e+02,1.944157354603e+02
8.690907117696e+05,1.485425348836e+03,1.370917974483e+03,8.703842186288e+02,5.711128700902e+02,3.311112491313e+02,1.963103253057e+02
8.910796540002e+05,1.485707272302e+03,1.373138750294e+03,8.761045744518e+02,5.759651880570e+02,3.342456122092e+02,1.982312941947e+02
9.136249404350e+05,1.485985018415e+03,1.375335962876e+03,8.818486345608e+02,5.808658123318e+02,3.374204150638e+02,2.001789151341e+02
9.367406471888e+05,1.486258601678e+03,1.377509375218e+03,8.876152640330e+02,5.858145809425e+02,3.406359536387e+02,2.021534630909e+02
9.604412065172e+05,1.486528038482e+03,1.379658768282e+03,8.934033064454e+02,5.908113122856e+02,3.438925215466e+02,2.041552149829e+02
9.847414158279e+05,1.486793347032e+03,1.381783940838e+03,8.992115845292e+02,5.958558047007e+02,3.471904098857e+02,2.061844496674e+02
1.009656446919e+06,1.487054547277e+03,1.383884709266e+03,9.050389008637e+02,6.009478360493e+02,3.505299070473e+02,2.082414479288e+02
1.035201855452e+06,1.487311660837e+03,1.385960907356e+03,9.108840386076e+02,6.060871632961e+02,3.539112985172e+02,2.103264924627e+02
1.061393590662e+06,1.487564710937e+03,1.388012386068e+03,9.167457622691e+02,6.112735220957e+02,3.573348666686e+02,2.124398678587e+02
1.088248005320e+06,1.487813722330e+03,1.390039013287e+03,9.226228185132e+02,6.165066263841e+02,3.608008905487e+02,2.145818605804e+02
1.115781865937e+06,1.488058721234e+03,1.392040673557e+03,9.285139370064e+02,6.217861679769e+02,3.643096456567e+02,2.167527589433e+02
1.144012363237e+06,1.488299735259e+03,1.394017267799e+03,9.344178312977e+02,6.271118161749e+02,3.678614037140e+02,2.189528530898e+02
1.172957122887e+06,1.488536793341e+03,1.395968713009e+03,9.403331997354e+02,6.324832173781e+02,3.714564324269e+02,2.211824349622e+02
1.202634216503e+06,1.488769925673e+03,1.397894941950e+03,9.462587264182e+02,6.378999947090e+02,3.750949952411e+02,2.234417982725e+02
1.233062172933e+06,1.488999163641e+03,1.399795902823e+03,9.521930821801e+02,6.433617476470e+02,3.787773510879e+02,2.257312384695e+02
1.264259989824e+06,1.489224539756e+03,1.401671558934e+03,9.581349256081e+02,6.488680516737e+02,3.825037541228e+02,2.280510527036e+02
1.296247145485e+06,1.489446087593e+03,1.403521888342e+03,9.640829040908e+02,6.544184579317e+02,3.862744534545e+02,2.304015397877e+02
1.329043611047e+06,1.489663841725e+03,1.405346883499e+03,9.700356548969e+02,6.600124928973e+02,3.900896928674e+02,2.327830001561e+02
1.362669862932e+06,1.489877837663e+03,1.407146550888e+03,9.759918062820e+02,6.656496580682e+02,3.939497105340e+02,2.351957358191e+02
1.397146895639e+06,1.490088111795e+03,1.408920910644e+03,9.819499786220e+02,6.713294296683e+02,3.978547387197e+02,2.376400503156e+02
1.432496234851e+06,1.490294701327e+03,1.410669996172e+03,9.879087855716e+02,6.770512583691e+02,4.018050034789e+02,2.401162486613e+02
1.468739950872e+06,1.490497644225e+03,1.412393853759e+03,9.938668352461e+02,6.828145690314e+02,4.058007243426e+02,2.426246372941e+02
1.505900672410e+06,1.490696979159e+03,1.414092542182e+03,9.998227314235e+02,6.886187604669e+02,4.098421139972e+02,2.451655240155e+02
1.544001600704e+06,1.490892745444e+03,1.415766132307e+03,1.005775074766e+03,6.944632052205e+02,4.139293779551e+02,2.477392179285e+02
1.583066524011e+06,1.491084982996e+03,1.417414706694e+03,1.011722464061e+03,7.003472493772e+02,4.180627142163e+02,2.503460293719e+02
1.623119832454e+06,1.491273732268e+03,1.419038359190e+03,1.017663497471e+03,7.062702123917e+02,4.222423129221e+02,2.529862698504e+02
1.664186533256e+06,1.491459034207e+03,1.420637194523e+03,1.023596773801e+03,7.122313869446e+02,4.264683559993e+02,2.556602519607e+02
1.706292266345e+06,1.491640930205e+03,1.422211327904e+03,1.029520893776e+03,7.182300388247e+02,4.307410167973e+02,2.583682893139e+02
