R_m,alpha,tension_Pa,compression_Pa
9.133730543420e-01,7.778737048694e-05,8.695108128944e+06,8.749583224528e+07
9.632926049056e-01,7.778737048694e-05,7.838656676224e+06,8.238773258269e+07
1.015940461846e+00,7.778737048694e-05,7.053236674844e+06,7.757773547091e+07
1.071465738198e+00,7.778737048694e-05,6.333480287594e+06,7.304844424364e+07
1.130025696630e+00,7.778737048694e-05,5.674401241414e+06,6.878347747963e+07
1.191786194854e+00,7.778737048694e-05,5.071368934657e+06,6.476740975485e+07
1.256922155382e+00,7.778737048694e-05,4.520084233845e+06,6.098571585225e+07
1.325618060951e+00,7.778737048694e-05,4.016556853522e+06,5.742471822742e+07
1.398068477029e+00,7.778737048694e-05,3.557084219322e+06,5.407153753998e+07
1.474478602879e+00,7.778737048694e-05,3.138231720408e+06,5.091404607200e+07
1.555064852738e+00,7.778737048694e-05,2.756814263226e+06,4.794082386472e+07
1.640055468759e+00,7.778737048694e-05,2.409879043881e+06,4.514111741518e+07
1.729691167460e+00,7.778737048694e-05,2.094689461525e+06,4.250480078317e+07
1.824225821491e+00,7.778737048694e-05,1.808710099925e+06,4.002233896799e+07
1.923927178677e+00,7.778737048694e-05,1.549592708872e+06,3.768475342242e+07
2.029077620350e+00,7.778737048694e-05,1.315163121297e+06,3.548358957933e+07
2.139974961130e+00,7.778737048694e-05,1.103409045968e+06,3.341088627327e+07
2.256933292416e+00,7.778737048694e-05,9.124686793169e+05,3.145914694672e+07
2.380283871978e+00,7.778737048694e-05,7.406200835218e+05,2.962131253656e+07
2.510376062171e+00,7.778737048694e-05,5.862712812118e+05,2.789073594295e+07
2.647578319423e+00,7.778737048694e-05,4.479510202953e+05,2.626115798814e+07
2.792279237804e+00,7.778737048694e-05,3.243001653099e+05,2.472668477826e+07
2.944888649628e+00,7.778737048694e-05,2.140636744346e+05,2.328176638626e+07
3.105838786213e+00,7.778737048694e-05,1.160831238728e+05,2.192117677892e+07
3.275585502074e+00,7.778737048694e-05,2.928974373158e+04,2.063999491525e+07
3.454609566030e+00,7.778737048694e-05,1.087880776665e+03,1.943358694796e+07
3.643418022870e+00,7.778737048694e-05,0.000000000000e+00,1.829758946366e+07
3.842545629440e+00,7.778737048694e-05,0.000000000000e+00,1.722789370109e+07
4.052556369225e+00,7.778737048694e-05,0.000000000000e+00,1.622063069037e+07
4.274045049697e+00,7.778737048694e-05,0.000000000000e+00,1.527215725952e+07
4.507638986977e+00,7.778737048694e-05,0.000000000000e+00,1.437904285757e+07
4.753999782561e+00,7.778737048694e-05,0.000000000000e+00,1.353805714669e+07
5.013825197157e+00,7.778737048694e-05,0.000000000000e+00,1.274615831839e+07
5.287851126931e+00,7.778737048694e-05,0.000000000000e+00,1.200048209155e+07
5.576853687767e+00,7.778737048694e-05,0.000000000000e+00,1.129833135252e+07
5.881651413438e+00,7.778737048694e-05,0.000000000000e+00,1.063716639982e+07
6.203107573913e+00,7.778737048694e-05,0.000000000000e+00,1.001459575803e+07
6.542132620377e+00,7.778737048694e-05,0.000000000000e+00,9.428367527852e+06
6.899686763872e+00,7.778737048694e-05,0.000000000000e+00,8.876361240879e+06
7.276782694877e+00,7.778737048694e-05,0.000000000000e+00,8.356580189717e+06
7.674488451523e+00,7.778737048694e-05,0.000000000000e+00,7.867144205647e+06
8.093930444567e+00,7.778737048694e-05,0.000000000000e+00,7.406282857753e+06
8.536296647692e+00,7.778737048694e-05,0.000000000000e+00,6.972329048887e+06
9.002839962173e+00,7.778737048694e-05,0.000000000000e+00,6.563712985319e+06
9.494881765433e+00,7.778737048694e-05,0.000000000000e+00,6.178956498257e+06
1.001381565354e+01,7.778737048694e-05,0.000000000000e+00,5.816667696687e+06
1.056111138827e+01,7.778737048694e-05,0.000000000000e+00,5.475535932204e+06
1.113831905982e+01,7.778737048694e-05,0.000000000000e+00,5.154327057612e+06
1.174707347714e+01,7.778737048694e-05,0.000000000000e+00,4.851878962142e+06
1.238909879816e+01,7.778737048694e-05,0.000000000000e+00,4.567097367136e+06
1.306621341299e+01,7.778737048694e-05,0.000000000000e+00,4.298951866995e+06
1.378033509421e+01,7.778737048694e-05,0.000000000000e+00,4.046472201059e+06
1.453348642843e+01,7.778737048694e-05,0.000000000000e+00,3.808744742944e+06
1.532780054486e+01,7.778737048694e-05,0.000000000000e+00,3.584909194626e+06
1.616552715688e+01,7.778737048694e-05,0.000000000000e+00,3.374155473328e+06
1.704903893387e+01,7.778737048694e-05,0.000000000000e+00,3.175720779935e+06
1.798083822122e+01,7.778737048694e-05,0.000000000000e+00,2.988886838343e+06
1.896356412767e+01,7.778737048694e-05,0.000000000000e+00,2.812977295761e+06
2.000000000000e+01,7.778737048694e-05,0.000000000000e+00,2.647355274561e+06
7.000000000000e-01,9.006280202113e-05,1.426818253814e+07,1.181906311123e+08
7.382578457164e-01,9.006280202113e-05,1.296066949993e+07,1.112909085127e+08
7.786066382311e-01,9.006280202113e-05,1.175778966179e+07,1.047938444594e+08
8.211606562871e-01,9.006280202113e-05,1.065181147431e+07,9.867594056596e+07
8.660404244251e-01,9.006280202113e-05,9.635543987342e+06,9.291506977722e+07
9.133730543420e-01,9.006280202113e-05,8.702300657742e+06,8.749039634055e+07
9.632926049056e-01,9.006280202113e-05,7.845865490553e+06,8.238230044794e+07
1.015940461846e+00,9.006280202113e-05,7.060461368515e+06,7.757230727559e+07
1.071465738198e+00,9.006280202113e-05,6.340720433210e+06,7.304302016483e+07
1.130025696630e+00,9.006280202113e-05,5.681656389533e+06,6.877805770234e+07
1.191786194854e+00,9.006280202113e-05,5.078638612923e+06,6.476199447235e+07
1.256922155382e+00,9.006280202113e-05,4.527367946072e+06,6.098030526649e+07
1.325618060951e+00,9.006280202113e-05,4.023854078753e+06,5.741931254936e+07
1.398068477029e+00,9.006280202113e-05,3.564394410838e+06,5.406613699000e+07
1.474478602879e+00,9.006280202113e-05,3.145554304705e+06,5.090865088030e+07
1.555064852738e+00,9.006280202113e-05,2.764148638951e+06,4.793543427175e+07
1.640055468759e+00,9.006280202113e-05,2.417224580724e+06,4.513573367209e+07
1.729691167460e+00,9.006280202113e-05,2.102045499075e+06,4.249942315225e+07
1.824225821491e+00,9.006280202113e-05,1.816075946484e+06,4.001696772317e+07
1.923927178677e+00,9.006280202113e-05,1.556967640230e+06,3.767938884973e+07
2.029077620350e+00,9.006280202113e-05,1.322546379470e+06,3.547823197743e+07
2.139974961130e+00,9.006280202113e-05,1.110799837887e+06,3.340553595399e+07
2.256933292416e+00,9.006280202113e-05,9.198661754943e+05,3.145380423558e+07
2.380283871978e+00,9.006280202113e-05,7.480234166707e+05,2.961597777336e+07
2.510376062171e+00,9.006280202113e-05,5.936795448355e+05,2.788540948236e+07
2.647578319423e+00,9.006280202113e-05,4.553632672440e+05,2.625584020027e+07
2.792279237804e+00,9.006280202113e-05,3.317154063086e+05,2.472137604930e+07
2.944888649628e+00,9.006280202113e-05,2.214808765852e+05,2.327646711916e+07
3.105838786213e+00,9.006280202113e-05,1.235012091347e+05,2.191588739400e+07
3.275585502074e+00,9.006280202113e-05,3.670758738503e+04,2.063471585091e+07
3.454609566030e+00,9.006280202113e-05,3.360949781944e+03,1.942831866137e+07
3.643418022870e+00,9.006280202113e-05,0.000000000000e+00,1.829233243147e+07
3.842545629440e+00,9.006280202113e-05,0.000000000000e+00,1.722264842015e+07
4.052556369225e+00,9.006280202113e-05,0.000000000000e+00,1.621539767852e+07
4.274045049697e+00,9.006280202113e-05,0.000000000000e+00,1.526693705632e+07
4.507638986977e+00,9.006280202113e-05,0.000000000000e+00,1.437383602509e+07
4.753999782561e+00,9.006280202113e-05,0.000000000000e+00,1.353286427027e+07
5.013825197157e+00,9.006280202113e-05,0.000000000000e+00,1.274098000747e+07
5.287851126931e+00,9.006280202113e-05,0.000000000000e+00,1.199531898046e+07
5.576853687767e+00,9.006280202113e-05,0.000000000000e+00,1.129318410129e+07
5.881651413438e+00,9.006280202113e-05,0.000000000000e+00,1.063203569497e+07
6.203107573913e+00,9.006280202113e-05,0.000000000000e+00,1.000948231341e+07
6.542132620377e+00,9.006280202113e-05,0.000000000000e+00,9.423272085398e+06
6.899686763872e+00,9.006280202113e-05,0.000000000000e+00,8.871284571445e+06
7.276782694877e+00,9.006280202113e-05,0.000000000000e+00,8.351523093819e+06
7.674488451523e+00,9.006280202113e-05,0.000000000000e+00,7.862107514219e+06
8.093930444567e+00,9.006280202113e-05,0.000000000000e+00,7.401267432867e+06
8.536296647692e+00,9.006280202113e-05,0.000000000000e+00,6.967335784436e+06
9.002839962173e+00,9.006280202113e-05,0.000000000000e+00,6.558742807657e+06
9.494881765433e+00,9.006280202113e-05,0.000000000000e+00,6.174010366783e+06
1.001381565354e+01,9.006280202113e-05,0.000000000000e+00,5.811746604371e+06
1.056111138827e+01,9.006280202113e-05,0.000000000000e+00,5.470640906033e+06
1.113831905982e+01,9.006280202113e-05,0.000000000000e+00,5.149459158958e+06
1.174707347714e+01,9.006280202113e-05,0.000000000000e+00,4.847039287024e+06
1.238909879816e+01,9.006280202113e-05,0.000000000000e+00,4.562287046380e+06
1.306621341299e+01,9.006280202113e-05,0.000000000000e+00,4.294172066259e+06
1.378033509421e+01,9.006280202113e-05,0.000000000000e+00,4.041724120725e+06
1.453348642843e+01,9.006280202113e-05,0.000000000000e+00,3.804029617847e+06
1.532780054486e+01,9.006280202113e-05,0.000000000000e+00,3.580228293614e+06
1.616552715688e+01,9.006280202113e-05,0.000000000000e+00,3.369510098622e+06
1.704903893387e+01,9.006280202113e-05,0.000000000000e+00,3.171112266287e+06
1.798083822122e+01,9.006280202113e-05,0.000000000000e+00,2.984316551960e+06
1.896356412767e+01,9.006280202113e-05,0.000000000000e+00,2.808446632983e+06
2.000000000000e+01,9.006280202113e-05,0.000000000000e+00,2.642865660268e+06
7.000000000000e-01,1.042753888854e-04,1.427640461404e+07,1.181843187524e+08
7.382578457164e-01,1.042753888854e-04,1.296891213008e+07,1.112845996993e+08
7.786066382311e-01,1.042753888854e-04,1.176605246662e+07,1.047875393525e+08
8.211606562871e-01,1.042753888854e-04,1.066009405285e+07,9.866963933302e+07
8.660404244251e-01,1.042753888854e-04,9.643845916402e+06,9.290877259313e+07
9.133730543420e-01,1.042753888854e-04,8.710621491033e+06,8.748410338814e+07
9.632926049056e-01,1.042753888854e-04,7.854204757780e+06,8.237601191827e+07
1.015940461846e+00,1.042753888854e-04,7.068818574424e+06,7.756602336838e+07
1.071465738198e+00,1.042753888854e-04,6.349095056593e+06,7.303674108879e+07
1.130025696630e+00,1.042753888854e-04,5.690047882191e+06,6.877178367559e+07
1.191786194854e+00,1.042753888854e-04,5.087046398583e+06,6.475572572284e+07
1.256922155382e+00,1.042753888854e-04,4.535791419261e+06,6.097404203242e+07
1.325618060951e+00,1.042753888854e-04,4.032292603624e+06,5.741305507964e+07
1.398068477029e+00,1.042753888854e-04,3.572847319949e+06,5.405988554472e+07
1.474478602879e+00,1.042753888854e-04,3.154020897750e+06,5.090240573122e+07
1.555064852738e+00,1.042753888854e-04,2.772628181447e+06,4.792919570280e+07
1.640055468759e+00,1.042753888854e-04,2.425716302644e+06,4.512950197989e+07
1.729691167460e+00,1.042753888854e-04,2.110548593440e+06,4.249319864670e+07
1.824225821491e+00,1.042753888854e-04,1.824589567901e+06,4.001075072795e+07
1.923927178677e+00,1.042753888854e-04,1.565490903384e+06,3.767317970297e+07
2.029077620350e+00,1.042753888854e-04,1.331078357574e+06,3.547203103226e+07
2.139974961130e+00,1.042753888854e-04,1.119339561085e+06,3.339934357919e+07
2.256933292416e+00,1.042753888854e-04,9.284126292198e+05,3.144762081627e+07
2.380283871978e+00,1.042753888854e-04,7.565755399657e+05,2.960980371163e+07
2.510376062171e+00,1.042753888854e-04,6.022362286332e+05,2.787924519800e+07
2.647578319423e+00,1.042753888854e-04,4.639233526158e+05,2.624968613151e+07
2.792279237804e+00,1.042753888854e-04,3.402776826814e+05,2.471523265354e+07
2.944888649628e+00,1.042753888854e-04,2.300440799332e+05,2.327033487372e+07
3.105838786213e+00,1.042753888854e-04,1.320640201524e+05,2.190976679698e+07
3.275585502074e+00,1.042753888854e-04,4.526862964628e+04,2.062860742194e+07
3.454609566030e+00,1.042753888854e-04,6.726153165860e+03,1.942222294249e+07
3.643418022870e+00,1.042753888854e-04,0.000000000000e+00,1.828624998797e+07
3.842545629440e+00,1.042753888854e-04,0.000000000000e+00,1.721657984149e+07
4.052556369225e+00,1.042753888854e-04,0.000000000000e+00,1.620934357917e+07
4.274045049697e+00,1.042753888854e-04,0.000000000000e+00,1.526089807673e+07
4.507638986977e+00,1.042753888854e-04,0.000000000000e+00,1.436781283258e+07
4.753999782561e+00,1.042753888854e-04,0.000000000000e+00,1.352685756004e+07
5.013825197157e+00,1.042753888854e-04,0.000000000000e+00,1.273499050349e+07
5.287851126931e+00,1.042753888854e-04,0.000000000000e+00,1.198934743646e+07
5.576853687767e+00,1.042753888854e-04,0.000000000000e+00,1.128723130176e+07
5.881651413438e+00,1.042753888854e-04,0.000000000000e+00,1.062610245609e+07
6.203107573913e+00,1.042753888854e-04,0.000000000000e+00,1.000356948403e+07
6.542132620377e+00,1.042753888854e-04,0.000000000000e+00,9.417380548025e+06
6.899686763872e+00,1.042753888854e-04,0.000000000000e+00,8.865415243147e+06
7.276782694877e+00,1.042753888854e-04,0.000000000000e+00,8.345676927166e+06
7.674488451523e+00,1.042753888854e-04,0.000000000000e+00,7.856285498173e+06
8.093930444567e+00,1.042753888854e-04,0.000000000000e+00,7.395470593635e+06
8.536296647692e+00,1.042753888854e-04,0.000000000000e+00,6.961565186279e+06
9.002839962173e+00,1.042753888854e-04,0.000000000000e+00,6.552999553642e+06
9.494881765433e+00,1.042753888854e-04,0.000000000000e+00,6.168295599465e+06
1.001381565354e+01,1.042753888854e-04,0.000000000000e+00,5.806061506393e+06
1.056111138827e+01,1.042753888854e-04,0.000000000000e+00,5.464986700636e+06
1.113831905982e+01,1.042753888854e-04,0.000000000000e+00,5.143837110376e+06
1.174707347714e+01,1.042753888854e-04,0.000000000000e+00,4.841450700757e+06
1.238909879816e+01,1.042753888854e-04,0.000000000000e+00,4.556733269325e+06
1.306621341299e+01,1.042753888854e-04,0.000000000000e+00,4.288654486677e+06
1.378033509421e+01,1.042753888854e-04,0.000000000000e+00,4.036244168031e+06
1.453348642843e+01,1.042753888854e-04,0.000000000000e+00,3.798588762196e+06
1.532780054486e+01,1.042753888854e-04,0.000000000000e+00,3.574828045268e+06
1.616552715688e+01,1.042753888854e-04,0.000000000000e+00,3.364152007069e+06
1.704903893387e+01,1.042753888854e-04,0.000000000000e+00,3.165797919092e+06
1.798083822122e+01,1.042753888854e-04,0.000000000000e+00,2.979047573328e+06
1.896356412767e+01,1.042753888854e-04,0.000000000000e+00,2.803224682006e+06
2.000000000000e+01,1.042753888854e-04,0.000000000000e+00,2.637692428833e+06
7.000000000000e-01,1.207308287460e-04,1.428591756195e+07,1.181770109734e+08
7.382578457164e-01,1.207308287460e-04,1.297844845376e+07,1.112772960843e+08
7.786066382311e-01,1.207308287460e-04,1.177561170131e+07,1.047802400905e+08
8.211606562871e-01,1.207308287460e-04,1.066967570759e+07,9.866234462138e+07
8.660404244251e-01,1.207308287460e-04,9.653449472980e+06,9.290148263836e+07
9.133730543420e-01,1.207308287460e-04,8.720246402890e+06,8.747681840610e+07
9.632926049056e-01,1.207308287460e-04,7.863850448880e+06,8.236873213465e+07
1.015940461846e+00,1.207308287460e-04,7.078484438070e+06,7.755874901909e+07
1.071465738198e+00,1.207308287460e-04,6.358780454183e+06,7.302947242047e+07
1.130025696630e+00,1.207308287460e-04,5.699752141931e+06,6.876452094606e+07
1.191786194854e+00,1.207308287460e-04,5.096768814135e+06,6.474846920163e+07
1.256922155382e+00,1.207308287460e-04,4.545531248347e+06,6.096679200124e+07
1.325618060951e+00,1.207308287460e-04,4.042049066565e+06,5.740581183297e+07
1.398068477029e+00,1.207308287460e-04,3.582619598150e+06,5.405264939034e+07
1.474478602879e+00,1.207308287460e-04,3.163808132131e+06,5.089517699082e+07
1.555064852738e+00,1.207308287460e-04,2.782429470810e+06,4.792197471258e+07
1.640055468759e+00,1.207308287460e-04,2.435530701991e+06,4.512228909119e+07
1.729691167460e+00,1.207308287460e-04,2.120375112223e+06,4.248599422667e+07
1.824225821491e+00,1.207308287460e-04,1.834427168229e+06,4.000355516023e+07
1.923927178677e+00,1.207308287460e-04,1.575338498166e+06,3.766599338839e+07
2.029077620350e+00,1.207308287460e-04,1.340934808610e+06,3.546485438960e+07
2.139974961130e+00,1.207308287460e-04,1.129203677109e+06,3.339217704595e+07
2.256933292416e+00,1.207308287460e-04,9.382831638943e+05,3.144046484940e+07
2.380283871978e+00,1.207308287460e-04,7.664511898301e+05,2.960265878845e+07
2.510376062171e+00,1.207308287460e-04,6.121156310132e+05,2.787211181696e+07
2.647578319423e+00,1.207308287460e-04,4.738050834981e+05,2.624256481312e+07
2.792279237804e+00,1.207308287460e-04,3.501602545589e+05,2.470812394125e+07
2.944888649628e+00,1.207308287460e-04,2.399259396293e+05,2.326323933487e+07
3.105838786213e+00,1.207308287460e-04,1.419435466305e+05,2.190268502374e+07
3.275585502074e+00,1.207308287460e-04,5.514413181593e+04,2.062154003232e+07
3.454609566030e+00,1.207308287460e-04,1.167603766577e+04,1.941517058136e+07
3.643418022870e+00,1.207308287460e-04,0.000000000000e+00,1.827921332808e+07
3.842545629440e+00,1.207308287460e-04,0.000000000000e+00,1.720955958454e+07
4.052556369225e+00,1.207308287460e-04,0.000000000000e+00,1.620234045692e+07
4.274045049697e+00,1.207308287460e-04,0.000000000000e+00,1.525391285210e+07
4.507638986977e+00,1.207308287460e-04,0.000000000000e+00,1.436084630078e+07
4.753999782561e+00,1.207308287460e-04,0.000000000000e+00,1.351991054970e+07
5.013825197157e+00,1.207308287460e-04,0.000000000000e+00,1.272806387785e+07
5.287851126931e+00,1.207308287460e-04,0.000000000000e+00,1.198244209453e+07
5.576853687767e+00,1.207308287460e-04,0.000000000000e+00,1.128034817947e+07
5.881651413438e+00,1.207308287460e-04,0.000000000000e+00,1.061924252750e+07
6.203107573913e+00,1.207308287460e-04,0.000000000000e+00,9.996733762462e+06
6.542132620377e+00,1.207308287460e-04,0.000000000000e+00,9.410570087242e+06
6.899686763872e+00,1.207308287460e-04,0.000000000000e+00,8.858631138477e+06
7.276782694877e+00,1.207308287460e-04,0.000000000000e+00,8.338920316608e+06
7.674488451523e+00,1.207308287460e-04,0.000000000000e+00,7.849557563460e+06
8.093930444567e+00,1.207308287460e-04,0.000000000000e+00,7.388772561254e+06
8.536296647692e+00,1.207308287460e-04,0.000000000000e+00,6.954898328424e+06
9.002839962173e+00,1.207308287460e-04,0.000000000000e+00,6.546365189091e+06
9.494881765433e+00,1.207308287460e-04,0.000000000000e+00,6.161695094372e+06
1.001381565354e+01,1.207308287460e-04,0.000000000000e+00,5.799496274969e+06
1.056111138827e+01,1.207308287460e-04,0.000000000000e+00,5.458458205712e+06
1.113831905982e+01,1.207308287460e-04,0.000000000000e+00,5.137346863815e+06
1.174707347714e+01,1.207308287460e-04,0.000000000000e+00,4.835000263715e+06
1.238909879816e+01,1.207308287460e-04,0.000000000000e+00,4.550324252310e+06
1.306621341299e+01,1.207308287460e-04,0.000000000000e+00,4.282288549415e+06
1.378033509421e+01,1.207308287460e-04,0.000000000000e+00,4.029923019087e+06
1.453348642843e+01,1.207308287460e-04,0.000000000000e+00,3.792314158338e+06
1.532780054486e+01,1.207308287460e-04,0.000000000000e+00,3.568601790543e+06
1.616552715688e+01,1.207308287460e-04,0.000000000000e+00,3.357975951564e+06
1.704903893387e+01,1.207308287460e-04,0.000000000000e+00,3.159673957347e+06
1.798083822122e+01,1.207308287460e-04,0.000000000000e+00,2.972977642379e+06
1.896356412767e+01,1.207308287460e-04,0.000000000000e+00,2.797210759022e+06
2.000000000000e+01,1.207308287460e-04,0.000000000000e+00,2.631736528328e+06
7.000000000000e-01,1.397830606579e-04,1.429692284167e+07,1.181685509368e+08
7.382578457164e-01,1.397830606579e-04,1.298948023349e+07,1.112688409466e+08
7.786066382311e-01,1.397830606579e-04,1.178666940925e+07,1.047717900750e+08
8.211606562871e-01,1.397830606579e-04,1.068075873964e+07,9.865389996193e+07
8.660404244251e-01,1.397830606579e-04,9.664557191477e+06,9.289304357926e+07
9.133730543420e-01,1.397830606579e-04,8.731378135242e+06,8.746838520293e+07
9.632926049056e-01,1.397830606579e-04,7.875005486139e+06,8.236030505467e+07
1.015940461846e+00,1.397830606579e-04,7.089662033445e+06,7.755032834181e+07
1.071465738198e+00,1.397830606579e-04,6.369979821497e+06,7.302105843815e+07
1.130025696630e+00,1.397830606579e-04,5.710972454005e+06,6.875611396434e+07
1.191786194854e+00,1.397830606579e-04,5.108009201110e+06,6.474006954009e+07
1.256922155382e+00,1.397830606579e-04,4.556790795934e+06,6.095839999407e+07
1.325618060951e+00,1.397830606579e-04,4.053326814233e+06,5.739742782958e+07
1.398068477029e+00,1.397830606579e-04,3.593914537242e+06,5.404427375607e+07
1.474478602879e+00,1.397830606579e-04,3.175119203910e+06,5.088681010762e+07
1.555064852738e+00,1.397830606579e-04,2.793755564439e+06,4.791361697979e+07
1.640055468759e+00,1.397830606579e-04,2.446870652444e+06,4.511394092627e+07
1.729691167460e+00,1.397830606579e-04,2.131727698133e+06,4.247765606600e+07
1.824225821491e+00,1.397830606579e-04,1.845791109661e+06,3.999522745997e+07
1.923927178677e+00,1.397830606579e-04,1.586712454338e+06,3.765767662531e+07
2.029077620350e+00,1.397830606579e-04,1.352317375548e+06,3.545654906198e+07
2.139974961130e+00,1.397830606579e-04,1.140593385249e+06,3.338388367451e+07
2.256933292416e+00,1.397830606579e-04,9.496784756277e+05,3.143218397827e+07
2.380283871978e+00,1.397830606579e-04,7.778504970077e+05,2.959439098615e+07
2.510376062171e+00,1.397830606579e-04,6.235172524067e+05,2.786385767746e+07
2.647578319423e+00,1.397830606579e-04,4.852072622296e+05,2.623432495685e+07
2.792279237804e+00,1.397830606579e-04,3.615611555071e+05,2.469989901626e+07
2.944888649628e+00,1.397830606579e-04,2.513236468224e+05,2.325503001793e+07
3.105838786213e+00,1.397830606579e-04,1.533360606371e+05,2.189449202152e+07
3.275585502074e+00,1.397830606579e-04,6.652936714772e+04,2.061336408261e+07
3.454609566030e+00,1.397830606579e-04,1.739173881864e+04,1.940701245426e+07
3.643418022870e+00,1.397830606579e-04,2.693251381353e+03,1.827107382732e+07
3.842545629440e+00,1.397830606579e-04,0.000000000000e+00,1.720143954876e+07
4.052556369225e+00,1.397830606579e-04,0.000000000000e+00,1.619424076098e+07
4.274045049697e+00,1.397830606579e-04,0.000000000000e+00,1.524583440846e+07
4.507638986977e+00,1.397830606579e-04,0.000000000000e+00,1.435279006086e+07
4.753999782561e+00,1.397830606579e-04,0.000000000000e+00,1.351187750529e+07
5.013825197157e+00,1.397830606579e-04,0.000000000000e+00,1.272005506250e+07
5.287851126931e+00,1.397830606579e-04,0.000000000000e+00,1.197445858500e+07
5.576853687767e+00,1.397830606579e-04,0.000000000000e+00,1.127239109712e+07
5.881651413438e+00,1.397830606579e-04,0.000000000000e+00,1.061131303975e+07
6.203107573913e+00,1.397830606579e-04,0.000000000000e+00,9.988833084180e+06
6.542132620377e+00,1.397830606579e-04,0.000000000000e+00,9.402699482146e+06
6.899686763872e+00,1.397830606579e-04,0.000000000000e+00,8.850791920500e+06
7.276782694877e+00,1.397830606579e-04,0.000000000000e+00,8.331113851226e+06
7.674488451523e+00,1.397830606579e-04,0.000000000000e+00,7.841785268961e+06
8.093930444567e+00,1.397830606579e-04,0.000000000000e+00,7.381035909944e+06
8.536296647692e+00,1.397830606579e-04,0.000000000000e+00,6.947198847748e+06
9.002839962173e+00,1.397830606579e-04,0.000000000000e+00,6.538704462654e+06
9.494881765433e+00,1.397830606579e-04,0.000000000000e+00,6.154074762839e+06
1.001381565354e+01,1.397830606579e-04,0.000000000000e+00,5.791918036823e+06
1.056111138827e+01,1.397830606579e-04,0.000000000000e+00,5.450923817850e+06
1.113831905982e+01,1.397830606579e-04,0.000000000000e+00,5.129858141952e+06
1.174707347714e+01,1.397830606579e-04,0.000000000000e+00,4.827559082567e+06
1.238909879816e+01,1.397830606579e-04,0.000000000000e+00,4.542932545540e+06
1.306621341299e+01,1.397830606579e-04,0.000000000000e+00,4.274948309296e+06
1.378033509421e+01,1.397830606579e-04,0.000000000000e+00,4.022636295858e+06
1.453348642843e+01,1.397830606579e-04,0.000000000000e+00,3.785083059218e+06
1.532780054486e+01,1.397830606579e-04,0.000000000000e+00,3.561428478364e+06
1.616552715688e+01,1.397830606579e-04,0.000000000000e+00,3.350862642998e+06
1.704903893387e+01,1.397830606579e-04,0.000000000000e+00,3.152622920678e+06
1.798083822122e+01,1.397830606579e-04,0.000000000000e+00,2.965991194793e+06
1.896356412767e+01,1.397830606579e-04,0.000000000000e+00,2.790291263377e+06
2.000000000000e+01,1.397830606579e-04,0.000000000000e+00,2.624886389372e+06
7.000000000000e-01,1.618418779184e-04,1.430965294399e+07,1.181587571381e+08
7.382578457164e-01,1.618418779184e-04,1.300224026273e+07,1.112590529242e+08
7.786066382311e-01,1.618418779184e-04,1.179945865838e+07,1.047620080941e+08
8.211606562871e-01,1.618418779184e-04,1.069357646171e+07,9.864412429980e+07
8.660404244251e-01,1.618418779184e-04,9.677402598022e+06,9.288327452601e+07
9.133730543420e-01,1.618418779184e-04,8.744250394527e+06,8.745862306206e+07
9.632926049056e-01,1.618418779184e-04,7.887903721397e+06,8.235055014368e+07
1.015940461846e+00,1.618418779184e-04,7.102585321010e+06,7.754058099284e+07
1.071465738198e+00,1.618418779184e-04,6.382927188867e+06,7.301131899867e+07
1.130025696630e+00,1.618418779184e-04,5.723942877820e+06,6.874638279781e+07
1.191786194854e+00,1.618418779184e-04,5.121001605052e+06,6.473034702672e+07
1.256922155382e+00,1.618418779184e-04,4.569804048549e+06,6.094868653156e+07
1.325618060951e+00,1.618418779184e-04,4.066359726662e+06,5.738772383391e+07
1.398068477029e+00,1.618418779184e-04,3.606965860878e+06,5.403457966238e+07
1.474478602879e+00,1.618418779184e-04,3.188187627972e+06,5.087712637099e+07
1.555064852738e+00,1.618418779184e-04,2.806839713460e+06,4.790394407617e+07
1.640055468759e+00,1.618418779184e-04,2.459969083685e+06,4.510427935344e+07
1.729691167460e+00,1.618418779184e-04,2.144838898918e+06,4.246800634451e+07
1.824225821491e+00,1.618418779184e-04,1.858913494636e+06,3.998559013414e+07
1.923927178677e+00,1.618418779184e-04,1.599844362665e+06,3.764805226431e+07
2.029077620350e+00,1.618418779184e-04,1.365457068026e+06,3.544693826090e+07
2.139974961130e+00,1.618418779184e-04,1.153739041379e+06,3.337428705549e+07
2.256933292416e+00,1.618418779184e-04,9.628281906250e+05,3.142260219170e+07
2.380283871978e+00,1.618418779184e-04,7.910022787686e+05,2.958482471184e+07
2.510376062171e+00,1.618418779184e-04,6.366690184393e+05,2.785430762593e+07
2.647578319423e+00,1.618418779184e-04,4.983568365609e+05,2.622479187063e+07
2.792279237804e+00,1.618418779184e-04,3.747062655797e+05,2.469038367123e+07
2.944888649628e+00,1.618418779184e-04,2.644619203932e+05,2.324553322472e+07
3.105838786213e+00,1.618418779184e-04,1.664650226974e+05,2.188501462693e+07
3.275585502074e+00,1.618418779184e-04,7.964643688115e+04,2.060390697107e+07
3.454609566030e+00,1.618418779184e-04,2.431760865964e+04,1.939757654939e+07
3.643418022870e+00,1.618418779184e-04,7.021142305308e+03,1.826166009344e+07
3.842545629440e+00,1.618418779184e-04,0.000000000000e+00,1.719204899251e+07
4.052556369225e+00,1.618418779184e-04,0.000000000000e+00,1.618487443295e+07
